"id","municipality_name","yes2010","yes2014","yes2016"
75622235480,"Daillens",49.8,40.1,36.7
75622235487,"Lussery-Villars",42.9,38.2,41.3
75622235489,"Mex (VD)",44.2,50,43.4
75622235495,"Penthalaz",45.1,44.7,37.2
75622235496,"Penthaz",52.1,43.1,39.1
75622235501,"Sullens",55.4,51.5,39.8
75622235503,"Vufflens-la-Ville",41.7,39.9,35.8
75622235511,"Assens",41.8,40.1,34.6
75622235512,"Bercher",41.9,39.4,37
75622235513,"Bioley-Orjulaz",61.6,54.9,45.5
75622235514,"Bottens",47.9,48.5,42.4
75622235515,"Bretigny-sur-Morrens",47.8,46.1,37.7
75622235516,"Cugy (VD)",40.2,36.2,31.7
75622235518,"Echallens",41.4,42.8,34.7
75622235520,"Essertines-sur-Yverdon",54.9,49.7,40.8
75622235521,"Etagnières",45.1,39.4,34.2
75622235522,"Fey",39,38,34.2
75622235523,"Froideville",47.2,45,42
75622235527,"Morrens (VD)",43.2,39.5,38.9
75622235529,"Oulens-sous-Echallens",42.4,41.9,36.1
75622235530,"Pailly",56.8,51.5,51.7
75622235531,"Penthéréaz",39,44.3,41.5
75622235533,"Poliez-Pittet",56.1,48.5,41.7
75622235534,"Rueyres",58.6,46.7,46.8
75622235535,"Saint-Barthélemy (VD)",47.5,43.1,41
75622235537,"Villars-le-Terroir",57.2,49.6,42.6
75622235539,"Vuarrens",50,41.6,39.1
75622235661,"Boulens",45.2,48.1,45.5
75622235680,"Ogens",60.3,58.7,52.1
75622235923,"Oppens",43.9,48.2,35.6
75622245551,"Bonvillars",53.6,47.7,41.7
75622245552,"Bullet",57.5,47.5,50.7
75622245553,"Champagne",44.8,40.8,35.6
75622245554,"Concise",44.4,40.7,41.7
75622245555,"Corcelles-près-Concise",30.3,26.4,24.1
75622245556,"Fiez",40.1,37.8,29.6
75622245557,"Fontaines-sur-Grandson",60.6,50.8,48.8
75622245559,"Giez",44.8,39.4,32.8
75622245560,"Grandevent",47.1,45.3,39.4
75622245561,"Grandson",40.5,39,32.1
75622245562,"Mauborget",48.9,52.9,60.3
75622245563,"Mutrux",55.1,29.6,47.5
75622245564,"Novalles",43.9,44.9,39.7
75622245565,"Onnens (VD)",38.5,34.4,34.5
75622245566,"Provence",56.4,44.3,48.4
75622245568,"Sainte-Croix",47.7,45.3,39.7
75622245741,"L'Abergement",55.7,44.1,48.1
75622245742,"Agiez",55,40.8,42.9
75622245743,"Arnex-sur-Orbe",43.9,39.8,39.2
75622245744,"Ballaigues",46.3,42.2,44.2
75622245745,"Baulmes",43.6,42,36.9
75622245746,"Bavois",51.7,46.2,45.4
75622245747,"Bofflens",50,51.8,36.2
75622245748,"Bretonnières",46.8,46.4,37.7
75622245749,"Chavornay",50.7,45.9,42.5
75622245750,"Les Clées",41.3,24.7,27.5
75622245751,"Corcelles-sur-Chavornay",41.9,35.8,35.9
75622245752,"Croy",35.7,38.5,33.6
75622245754,"Juriens",35.9,41.7,32.6
75622245755,"Lignerolle",52.4,52,51.7
75622245756,"Montcherand",56.2,50,45.3
75622245757,"Orbe",46.9,45.7,38.7
75622245758,"La Praz",52.3,48.7,48.2
75622245759,"Premier",31.5,36.3,31.3
75622245760,"Rances",51.1,49.8,48.3
75622245761,"Romainmôtier-Envy",36.5,41.3,34.9
75622245762,"Sergey",50,62.1,45.3
75622245763,"Valeyres-sous-Rances",48,43,44.4
75622245764,"Vallorbe",55.1,47.5,43.5
75622245765,"Vaulion",46.3,45.6,47.3
75622245766,"Vuiteboeuf",50,51.3,40
75622245871,"L'Abbaye",41.4,40.8,33.6
75622245872,"Le Chenit",42.8,44.1,38.9
75622245873,"Le Lieu",41.6,39.9,36.6
75622245902,"Belmont-sur-Yverdon",45.5,48.8,38
75622245903,"Bioley-Magnoux",76,58.5,46.1
75622245904,"Chamblon",42.2,46.2,33.5
75622245905,"Champvent",55.4,48.4,37.5
75622245907,"Chavannes-le-Chêne",50,46.2,52.8
75622245908,"Chêne-Pâquier",48.1,49.2,30.2
75622245909,"Cheseaux-Noréaz",44,34.6,33
75622245910,"Cronay",50.6,41.7,33.5
75622245911,"Cuarny",65.9,64.4,63.7
75622245912,"Démoret",59,47.3,51.2
75622245913,"Donneloye",52.2,50.2,42.5
75622245914,"Ependes (VD)",52.7,49.6,47.7
75622245915,"Essert-Pittet",64.4,44,50.7
75622245919,"Mathod",44.1,44.5,39.9
75622245921,"Molondin",61.3,52.3,52.2
75622245922,"Montagny-près-Yverdon",47.1,40.6,38.3
75622245924,"Orges",43,39.5,41
75622245925,"Orzens",46.1,43.6,42.5
75622245926,"Pomy",52.8,41.3,39.3
75622245928,"Rovray",55.6,58.4,45.6
75622245929,"Suchy",48,37.9,34.4
75622245930,"Suscévaz",61.8,51.5,43.6
75622245931,"Treycovagnes",51.8,41,36.7
75622245932,"Ursins",47.1,41.9,47.3
75622245933,"Valeyres-sous-Montagny",51.1,39.3,38.8
75622245934,"Valeyres-sous-Ursins",50.5,51.6,46.2
75622245935,"Villars-Epeney",60,50,44.3
75622245937,"Vugelles-La Mothe",54.8,58.7,55.6
75622245938,"Yverdon-les-Bains",44.8,41.5,35.4
75622245939,"Yvonand",47.5,45,38.6
75622255582,"Cheseaux-sur-Lausanne",44.7,38,31.4
75622255584,"Epalinges",34.1,32.9,28.4
75622255585,"Jouxtens-Mézery",33.5,30.3,26.4
75622255586,"Lausanne",34.5,32.5,24.5
75622255587,"Le Mont-sur-Lausanne",42.3,38.1,28.9
75622255592,"Romanel-sur-Lausanne",45.1,45.5,37.3
75622265581,"Belmont-sur-Lausanne",36.3,34.7,28.5
75622265588,"Paudex",40.4,31.7,31.2
75622265590,"Pully",35.9,31.6,26.8
75622265601,"Chexbres",40.4,37,33
75622265604,"Forel (Lavaux)",49.7,43.8,37.2
75622265606,"Lutry",36.8,31.7,27.5
75622265607,"Puidoux",41.1,42,35.7
75622265609,"Rivaz",34.5,30.8,24.3
75622265610,"Saint-Saphorin (Lavaux)",27.8,26.8,24.6
75622265611,"Savigny",38.3,41.4,32.7
75622265788,"Essertes",50,40.8,60.3
75622265789,"Ferlens (VD)",41.9,45.5,35.9
75622265790,"Maracon",44.3,40.4,41.1
75622265791,"Mézières (VD)",41.8,41.7,32.2
75622265792,"Montpreveyres",42.7,36.5,33.2
75622265799,"Servion",43.8,41.4,34
75622275421,"Apples",32.2,31.8,28.9
75622275422,"Aubonne",33.5,33.2,28.4
75622275423,"Ballens",52.1,43.4,37.6
75622275424,"Berolle",33.3,35.1,29.5
75622275425,"Bière",58.6,49,47.7
75622275426,"Bougy-Villars",46.7,39.9,46.8
75622275427,"Féchy",35.2,39.9,32.4
75622275428,"Gimel",47.2,44.9,41.7
75622275431,"Mollens (VD)",61.8,44.4,45.6
75622275432,"Montherod",35.6,36.5,39.9
75622275435,"Saint-Livres",50,42.5,35.5
75622275436,"Saint-Oyens",56.7,48.5,41.5
75622275437,"Saubraz",56.7,53.3,45.2
75622275474,"La Chaux (Cossonay)",36.1,34.1,36.5
75622275475,"Chavannes-le-Veyron",49,37.7,45.8
75622275476,"Chevilly",28.4,24.5,27.9
75622275477,"Cossonay",39.9,35.4,33
75622275478,"Cottens (VD)",52.3,40.7,33.3
75622275479,"Cuarnens",34.7,35.6,32.5
75622275481,"Dizy",44.4,40,34.7
75622275482,"Eclépens",44.6,45.4,40.7
75622275483,"Ferreyres",38.7,32.8,29.3
75622275484,"Gollion",42.5,43.1,37.8
75622275485,"Grancy",34.1,28.4,30.5
75622275486,"L'Isle",46.3,43.4,35.5
75622275488,"Mauraz",25.9,41.9,53.3
75622275490,"Moiry",36.1,40.5,29
75622275491,"Mont-la-Ville",58.2,35,41.9
75622275492,"Montricher",45.7,39.8,38.8
75622275493,"Orny",42.9,28.7,30.3
75622275494,"Pampigny",41.8,42.4,38.3
75622275497,"Pompaples",45.6,39.8,34.6
75622275498,"La Sarraz",42,39.1,31.9
75622275499,"Senarclens",42.8,45.1,34.1
75622275500,"Sévery",41.3,44.8,39.5
75622275621,"Aclens",42.1,33.7,35.2
75622275622,"Bremblens",44,33,33.6
75622275623,"Buchillon",38.9,46,33
75622275625,"Bussy-Chardonney",35.3,32.1,24.9
75622275628,"Chigny",34,41.1,24.4
75622275629,"Clarmont",32.8,36.6,40.3
75622275631,"Denens",34.5,30.6,28.2
75622275632,"Denges",39.4,36.5,29
75622275633,"Echandens",44.3,39.1,33.5
75622275634,"Echichens",34.3,35.7,28.4
75622275636,"Etoy",34,31.8,27.1
75622275637,"Lavigny",37.1,33.2,28.5
75622275638,"Lonay",42.2,36.6,30.6
75622275639,"Lully (VD)",32.3,27.9,22.8
75622275640,"Lussy-sur-Morges",23.9,19,21
75622275642,"Morges",38.2,35.4,29.3
75622275643,"Préverenges",39.6,38.7,32.3
75622275644,"Reverolle",35,43.6,32.7
75622275645,"Romanel-sur-Morges",36.6,36.5,26.2
75622275646,"Saint-Prex",41.4,35,30.9
75622275649,"Tolochenaz",42.3,41.1,31.6
75622275650,"Vaux-sur-Morges",39.7,26.7,20.2
75622275652,"Villars-sous-Yens",39.8,31.7,28.8
75622275653,"Vufflens-le-Château",33.2,42.9,31.5
75622275654,"Vullierens",32.2,31.1,33.2
75622275655,"Yens",37.9,37.1,31.3
75622275851,"Allaman",36.4,36.3,38.7
75622285429,"Longirod",44.4,39.8,36.7
75622285430,"Marchissy",26.6,29.3,31.5
75622285434,"Saint-George",36.1,36.8,29
75622285701,"Arnex-sur-Nyon",38.3,28.7,29.5
75622285702,"Arzier-Le Muids",46.6,41.9,36.2
75622285703,"Bassins",52.2,36.7,35.5
75622285704,"Begnins",42.7,34.6,35.4
75622285705,"Bogis-Bossey",35.2,32.9,31.2
75622285706,"Borex",39.5,32.1,32.3
75622285707,"Chavannes-de-Bogis",47.1,48.3,39.1
75622285708,"Chavannes-des-Bois",36.2,33.9,29.6
75622285709,"Chéserex",43,37.2,32.8
75622285710,"Coinsins",44.6,50,38
75622285711,"Commugny",45.9,37.9,34.8
75622285712,"Coppet",37,36.2,33.4
75622285713,"Crans-près-Céligny",36.2,34.5,30.1
75622285714,"Crassier",37.4,35.5,31.2
75622285715,"Duillier",36.4,31.2,30.7
75622285716,"Eysins",35.2,36.3,33.5
75622285717,"Founex",37.1,31.7,29.5
75622285718,"Genolier",40.7,34.4,32.2
75622285719,"Gingins",39.4,37.6,34.1
75622285720,"Givrins",40.9,34.1,35.3
75622285721,"Gland",41.1,40.1,33.4
75622285722,"Grens",31.5,26.6,27.7
75622285723,"Mies",31.9,33.4,30.6
75622285724,"Nyon",37.2,36.2,30.8
75622285725,"Prangins",33.6,31.1,28.1
75622285726,"La Rippe",31.8,32.4,29.5
75622285727,"Saint-Cergue",44.7,45.8,42.4
75622285728,"Signy-Avenex",38.6,33,29.5
75622285729,"Tannay",30.8,32.7,29.4
75622285730,"Trélex",39.6,31.9,29.3
75622285731,"Le Vaud",41.6,36.6,31
75622285732,"Vich",42.1,39.1,31.5
75622285852,"Bursinel",34.9,35.7,34.5
75622285853,"Bursins",38.6,35.6,27
75622285854,"Burtigny",50.9,44.4,44.4
75622285855,"Dully",39,33.5,30.9
75622285856,"Essertines-sur-Rolle",41,37.8,32.1
75622285857,"Gilly",43.1,45.1,34.8
75622285858,"Luins",46.9,43.1,38.4
75622285859,"Mont-sur-Rolle",44.2,39.8,34.1
75622285860,"Perroy",39.7,38.2,36.9
75622285861,"Rolle",38.1,36.5,30.1
75622285862,"Tartegnin",45.5,31.4,35.5
75622285863,"Vinzel",36.2,27.2,26.8
75622295583,"Crissier",47.2,40.8,36.7
75622295589,"Prilly",44.2,41.4,32.8
75622295591,"Renens (VD)",43.8,42.6,30.8
75622295624,"Bussigny",41.8,43.1,35.5
75622295627,"Chavannes-près-Renens",44.8,42.6,35
75622295635,"Ecublens (VD)",48.1,45.5,35.5
75622295648,"Saint-Sulpice (VD)",45.5,38.4,32
75622295651,"Villars-Sainte-Croix",48.2,49.5,40.2
75622305841,"Château-d'Oex",50.7,42.8,40.3
75622305842,"Rossinière",48.8,47.5,39.7
75622305843,"Rougemont",59.6,57.7,50
75622305881,"Blonay",39.3,34.3,30.9
75622305882,"Chardonne",34,35.2,28.8
75622305883,"Corseaux",39.2,33.5,29.6
75622305884,"Corsier-sur-Vevey",46.6,43.7,36.6
75622305885,"Jongny",35.6,39.2,32.3
75622305886,"Montreux",43.6,40.7,33.9
75622305888,"Saint-Légier-La Chiésaz",38.3,34.2,28.7
75622305889,"La Tour-de-Peilz",37.9,36,30.4
75622305890,"Vevey",37.6,35.2,26.8
75622305891,"Veytaux",44.3,38.9,33.4
75623016002,"Brig-Glis",56.7,52.8,47.5
75623016004,"Eggerberg",67.7,66.5,62
75623016007,"Naters",60.4,55.5,52.6
75623016008,"Ried-Brig",58.2,52.6,49.7
75623016009,"Simplon",54.7,53.5,48.3
75623016010,"Termen",59.2,51.7,48.7
75623016011,"Zwischbergen",96.2,78,88.4
75623026021,"Ardon",49.2,51.5,45.9
75623026022,"Chamoson",52.1,47.2,46
75623026023,"Conthey",51.4,48.4,46.7
75623026024,"Nendaz",47.1,45.4,43.7
75623026025,"Vétroz",52,49.9,46.3
75623036031,"Bagnes",49.5,42.2,37.8
75623036032,"Bourg-Saint-Pierre",55.3,44.4,45.3
75623036033,"Liddes",44.3,42.1,46.2
75623036034,"Orsières",50.7,43.8,44.3
75623036035,"Sembrancher",53.2,58.3,52.2
75623036036,"Vollèges",38.9,38.7,35.1
75623046052,"Bellwald",47.8,49.2,43.7
75623046054,"Binn",44.2,39.7,30.6
75623046055,"Blitzingen",64,53.3,50
75623046056,"Ernen",51,49.8,48.7
75623046057,"Fiesch",52.6,50.5,45.8
75623046058,"Fieschertal",60.8,57,53.5
75623046061,"Lax",57.8,41.9,39.8
75623046064,"Niederwald",33.3,29.6,30
75623046073,"Grafschaft",61,65.4,52.2
75623046074,"Münster-Geschinen",53.6,46,49.5
75623046075,"Reckingen-Gluringen",48.4,52.8,44.3
75623046076,"Obergoms",60.3,53.4,52.1
75623056081,"Les Agettes",43.6,49,40.5
75623056082,"Ayent",42.1,41,40.5
75623056083,"Evolène",49,45.6,47.3
75623056084,"Hérémence",45.5,51.1,46.6
75623056087,"Saint-Martin (VS)",47.9,43.3,41.6
75623056089,"Vex",50.8,46.1,42.1
75623066101,"Agarn",58.9,57.6,52.7
75623066102,"Albinen",62.9,51.1,52.1
75623066104,"Ergisch",72.3,74,62
75623066109,"Inden",66.7,45.3,45.1
75623066110,"Leuk",58.4,55.1,49
75623066111,"Leukerbad",57.3,49.6,51.5
75623066112,"Oberems",45.7,48.1,52
75623066113,"Salgesch",59.4,61.7,56.1
75623066116,"Varen",65.5,51.6,52
75623066117,"Guttet-Feschel",65.2,60.1,61.6
75623066118,"Gampel-Bratsch",63.3,58.9,54.7
75623076131,"Bovernier",52.5,49,47.1
75623076132,"Charrat",50.9,47.9,41.2
75623076133,"Fully",49.2,44.6,41.8
75623076134,"Isérables",63.7,59.1,63.6
75623076135,"Leytron",58.1,49.5,51.4
75623076136,"Martigny",44.6,42.2,37.7
75623076137,"Martigny-Combe",46,44.6,39.7
75623076139,"Riddes",58.7,49.4,52.1
75623076140,"Saillon",53.8,45.2,44.5
75623076141,"Saxon",62.2,57.7,55.1
75623076142,"Trient",47.4,47.6,39.5
75623086151,"Champéry",52,43.5,44.2
75623086152,"Collombey-Muraz",56.6,52.2,46.3
75623086153,"Monthey",49.9,46.9,42.6
75623086154,"Port-Valais",60.7,55,49.4
75623086155,"Saint-Gingolph",51.8,48.9,42.8
75623086156,"Troistorrents",58.1,56.1,51.8
75623086157,"Val-d'Illiez",63.7,60.7,57.5
75623086158,"Vionnaz",54.8,47.4,46.6
75623086159,"Vouvry",55.6,51.6,43.1
75623096172,"Bister",65,68.8,70
75623096173,"Bitsch",63.2,57.5,46.1
75623096177,"Grengiols",68.5,57.9,50.6
75623096181,"Riederalp",55.2,46.8,46
75623096191,"Ausserberg",61.7,60.4,58.5
75623096192,"Blatten",52.3,57.8,50.9
75623096193,"Bürchen",51.2,49.9,45.6
75623096194,"Eischoll",50,57.1,52.3
75623096195,"Ferden",59.8,52,53.5
75623096197,"Kippel",45.3,39.1,32.6
75623096198,"Niedergesteln",56.6,52,53
75623096199,"Raron",57.5,55.9,48.8
75623096201,"Unterbäch",57.3,40.6,53.6
75623096202,"Wiler (Lötschen)",56.9,48.6,46.7
75623096203,"Mörel-Filet",52.9,48.6,47.1
75623096204,"Steg-Hohtenn",62,56,50.6
75623106211,"Collonges",48.5,46.5,45.3
75623106212,"Dorénaz",51.5,56.7,42.5
75623106213,"Evionnaz",48.7,49.2,39.9
75623106214,"Finhaut",41.4,31.2,33.3
75623106215,"Massongex",46.2,45.5,43.3
75623106217,"Saint-Maurice",45.5,42.4,36.6
75623106218,"Salvan",46.9,38.5,37.6
75623106219,"Vernayaz",41.5,45.4,44.8
75623106220,"Vérossaz",37.7,43.5,39.1
75623116232,"Chalais",50.3,47,42.5
75623116234,"Chermignon",48.7,48.7,41.5
75623116235,"Chippis",50.7,48,44
75623116238,"Grône",52.9,51.3,47.9
75623116239,"Icogne",43.1,45.5,40.3
75623116240,"Lens",48.5,49.9,45.1
75623116241,"Miège",41.9,41.2,37.8
75623116242,"Mollens (VS)",51.3,48.3,40.9
75623116243,"Montana",52.2,49.3,48.3
75623116244,"Randogne",50.6,47.3,44.1
75623116246,"Saint-Léonard",51.1,45.7,47.3
75623116248,"Sierre",47.1,46.9,42.8
75623116249,"Venthône",40.6,40.6,36.8
75623116250,"Veyras",46,45.5,40.2
75623116252,"Anniviers",48.4,40.2,45.1
75623126261,"Arbaz",49.3,49.5,42
75623126263,"Grimisuat",41.3,39.3,36.7
75623126265,"Savièse",51.5,49.3,48.1
75623126266,"Sion",41.5,40.4,37
75623126267,"Veysonnaz",31.8,30.9,39.1
75623136281,"Baltschieder",59.4,58.3,55.9
75623136282,"Eisten",73.1,51.1,65.7
75623136283,"Embd",77.3,66.2,69.2
75623136285,"Grächen",62.5,60.1,53.2
75623136286,"Lalden",50,59,45.8
75623136287,"Randa",56.1,60.3,56.2
75623136288,"Saas-Almagell",60.1,61.7,41.6
75623136289,"Saas-Balen",73.5,67,61.2
75623136290,"Saas-Fee",41.3,38.1,34.5
75623136291,"Saas-Grund",68.8,70.5,63.9
75623136292,"St. Niklaus",70.4,65.5,57.7
75623136293,"Stalden (VS)",62.7,59.6,57.9
75623136294,"Staldenried",54.7,49.1,50.2
75623136295,"Täsch",71,66,56.4
75623136296,"Törbel",70.1,71.4,64.7
75623136297,"Visp",60.1,53.3,48.8
75623136298,"Visperterminen",48.5,40.8,39.2
75623136299,"Zeneggen",42.9,46.5,30.6
75623136300,"Zermatt",66.2,55.7,48.1
75624016402,"Bevaix",42.8,39.4,35.5
75624016404,"Boudry",44.3,41.5,35.7
75624016407,"Corcelles-Cormondrèche",38.7,29.5,28.3
75624016408,"Cortaillod",46.1,37.8,34.1
75624016409,"Fresens",42.7,36.3,31
75624016410,"Gorgier",46.6,39.6,38.8
75624016411,"Montalchez",61.3,49,39.8
75624016412,"Peseux",46.5,42.8,37.1
75624016413,"Rochefort",36.4,37.3,36.1
75624016414,"Saint-Aubin-Sauges",40.4,37,31.6
75624016415,"Vaumarcus",44.8,28.7,40.2
75624026421,"La Chaux-de-Fonds",44.2,39.8,33.8
75624026422,"Les Planchettes",53.6,44.8,41.2
75624026423,"La Sagne",53.2,48.3,45.4
75624036431,"Les Brenets",53.1,47.7,42.5
75624036432,"La Brévine",68.3,59.7,51.2
75624036433,"Brot-Plamboz",54.9,61.3,55.1
75624036434,"Le Cerneux-Péquignot",56,52.5,54.8
75624036435,"La Chaux-du-Milieu",38.1,43.1,39.3
75624036436,"Le Locle",48.6,45.5,39.1
75624036437,"Les Ponts-de-Martel",53.9,48.4,45
75624046451,"Cornaux",53.3,50.7,39.7
75624046452,"Cressier (NE)",47.1,41.9,33
75624046453,"Enges",42.7,39,32
75624046454,"Hauterive (NE)",39.8,33,32.2
75624046455,"Le Landeron",48.5,42.7,37.9
75624046456,"Lignières",47.1,44.1,33.9
75624046458,"Neuchâtel",35.5,31.2,26.3
75624046459,"Saint-Blaise",34.9,31,25.6
75624046461,"La Tène",42.7,37.9,33.8
75624056485,"Valangin",40.4,38.4,35.2
75624066504,"La Côte-aux-Fées",55.2,49.4,46.9
75624066511,"Les Verrières",55.9,47.9,55.4
75624066512,"Val-de-Travers",57,50.4,44.2
75625006601,"Aire-la-Ville",51,40.7,40.2
75625006602,"Anières",44.6,36.3,34.3
75625006603,"Avully",49.2,41.9,36.9
75625006604,"Avusy",38.5,37,33.2
75625006605,"Bardonnex",41.6,34.6,34.2
75625006606,"Bellevue",48.8,41.4,35.5
75625006607,"Bernex",44,38.5,33.7
75625006608,"Carouge (GE)",40.6,37.4,32.3
75625006609,"Cartigny",37.9,32,28.6
75625006610,"Céligny",46.2,31.3,35.8
75625006611,"Chancy",43.6,42.8,40.5
75625006612,"Chêne-Bougeries",41,35,33.1
75625006613,"Chêne-Bourg",41.5,38.6,34.8
75625006614,"Choulex",40,37.4,32.9
75625006615,"Collex-Bossy",39.7,32.3,34.1
75625006616,"Collonge-Bellerive",42.8,35.1,32.5
75625006617,"Cologny",45.1,37.9,36.1
75625006618,"Confignon",40.3,33.2,29.3
75625006619,"Corsier (GE)",43.7,37.6,35.5
75625006620,"Dardagny",47.1,40,36.2
75625006621,"Genève",41.8,37.9,33.1
75625006622,"Genthod",42.7,40.1,34.6
75625006623,"Le Grand-Saconnex",45.5,41.4,37.5
75625006624,"Gy",33.1,30.7,31.1
75625006625,"Hermance",38.6,31.9,27.7
75625006626,"Jussy",50.3,42,41.6
75625006627,"Laconnex",40.1,30.9,30.1
75625006628,"Lancy",49.8,44.2,40.1
75625006629,"Meinier",44.3,37.9,34.8
75625006630,"Meyrin",53.2,48.3,43.1
75625006631,"Onex",53.6,47.8,42.8
75625006632,"Perly-Certoux",46.8,44,44.1
75625006633,"Plan-les-Ouates",44.1,39.4,33.6
75625006634,"Pregny-Chambésy",42,35.1,30.4
75625006635,"Presinge",41.1,33.2,27.7
75625006636,"Puplinge",44.4,41.4,34.9
75625006637,"Russin",41.8,37.9,37.5
75625006638,"Satigny",43.6,38,32.9
75625006639,"Soral",48.6,37.9,42.4
75625006640,"Thônex",47.8,44.3,38.5
75625006641,"Troinex",35.4,33.4,27.6
75625006642,"Vandoeuvres",45.2,36,35.6
75625006643,"Vernier",54.2,49.1,42.6
75625006644,"Versoix",45.1,40.7,35.7
75625006645,"Veyrier",40.7,35.6,31.9
75625009250,"GE-CH de l'étranger",38.2,28.7,36.7
75626016702,"Boécourt",49,47.2,44.7
75626016703,"Bourrignon",48.5,53.7,48.3
75626016704,"Châtillon (JU)",45.1,52.2,37.4
75626016705,"Corban",53.4,50.8,36.2
75626016706,"Courchapoix",43.3,45.3,39.4
75626016708,"Courrendlin",54.1,53.4,46.3
75626016709,"Courroux",50.2,52.1,45.5
75626016710,"Courtételle",46.6,42.7,42.2
75626016711,"Delémont",32.8,32.3,29
75626016712,"Develier",44.4,40.8,45
75626016713,"Ederswiler",82.9,92,86.5
75626016715,"Mervelier",41.8,41.4,37.1
75626016716,"Mettembert",36.7,21.8,25.8
75626016718,"Movelier",70.3,60.6,48.8
75626016719,"Pleigne",43.4,40.5,49.1
75626016720,"Rebeuvelier",46.9,54.5,41.5
75626016721,"Rossemaison",39.6,39.6,37.1
75626016722,"Saulcy",35.2,37,53.5
75626016724,"Soyhières",47.9,56.4,43
75626016728,"Vellerat",54.3,58.5,47.8
75626026741,"Le Bémont (JU)",30.4,48,41.9
75626026742,"Les Bois",35,35.3,35.5
75626026743,"Les Breuleux",36,36.8,30.3
75626026744,"La Chaux-des-Breuleux",31.4,51.9,40.3
75626026745,"Les Enfers",33.9,43.9,34.6
75626026748,"Les Genevez (JU)",44.7,46.6,46.8
75626026750,"Lajoux (JU)",28.6,36.4,29.4
75626026751,"Montfaucon",43,37.2,37.7
75626026753,"Muriaux",45.9,46.2,45.9
75626026754,"Le Noirmont",39.9,40.8,38.9
75626026757,"Saignelégier",30.1,33.9,29.5
75626026758,"Saint-Brais",43.9,50,47.9
75626026759,"Soubey",68.1,50,60
75626036771,"Alle",49.1,50.4,44
75626036773,"Beurnevésin",38.6,62.7,63.9
75626036774,"Boncourt",44.4,44.9,44.2
75626036775,"Bonfol",58.6,64.4,55.3
75626036778,"Bure",52.5,57.5,52.3
75626036781,"Coeuve",50.5,51.5,47.3
75626036782,"Cornol",52.5,52.9,46.3
75626036783,"Courchavon",47.9,47.1,40.7
75626036784,"Courgenay",48.2,52.2,45.8
75626036785,"Courtedoux",45.5,50.3,45.3
75626036787,"Damphreux",63.5,62.2,60.9
75626036789,"Fahy",63.7,53.4,56.8
75626036790,"Fontenais",33.2,41.4,34.2
75626036792,"Grandfontaine",53.1,31.8,44.3
75626036793,"Lugnez",54.7,67.1,64.5
75626036800,"Porrentruy",36.8,38.7,33.9
75626036803,"Rocourt",41.2,53,42.4
75626036806,"Vendlincourt",56.7,53.7,56.1
75626036807,"Basse-Allaine",47.8,49.4,46.9
75626036808,"Clos du Doubs",40.8,53.2,38.8
75626036809,"Haute-Ajoie",51.6,51.6,51.4
75626036810,"La Baroche",50.6,52.2,49
